sku,store,name,brand,unit,pack_size,price,stock,description
carnes_frias-0111,carnes_frias,Pepperoni Rebanado para Pizza 1kg Seleccion Especial,Fud,kg,1.0,325.0,41,Pepperoni en rodajas listas para hornear bolsa de 1 kilo. Rebanadas especiadas clasicas para pizza americana. Calidad seleccionada grado restaurantero premium.
carnes_frias-0112,carnes_frias,Salami de Genova Rebanado 500g Seleccion Especial,Bafar,pieza,0.5,237.5,48,Salami italiano estilo genova rebanado fino 500 gramos. Embutido curado con pimienta para baguette y pizzas. Calidad seleccionada grado restaurantero premium.
carnes_frias-0113,carnes_frias,Crema de Vaca Entera Pasteurizada 4L Seleccion Especial,Zwan,litro,4.0,362.5,55,Crema acida de leche pura de vaca cubeta 4 litros. Crema espesa para enchiladas chilaquiles tostadas y flautas. Calidad seleccionada grado restaurantero premium.
carnes_frias-0114,carnes_frias,Mantequilla Sin Sal Barra Repostera 1kg Seleccion Especial,Chimex,kg,1.0,262.5,62,Mantequilla pura de vaca sin sal bloque de 1 kilo. Grasa lactea para reposteria salsas francesas y plancha. Calidad seleccionada grado restaurantero premium.
carnes_frias-0115,carnes_frias,Mantequilla Con Sal Porciones Individuales Caja 200 Seleccion Especial,Tangamanga,caja,200.0,600.0,69,Mantequilla porcionada en cubitos de 10g caja con 200 piezas. Mantequillitas de mesa para pan caliente y hot cakes. Calidad seleccionada grado restaurantero premium.
carnes_frias-0116,carnes_frias,Pastrami Ahumado New York Style 1kg Seleccion Especial,NocheBuena,kg,1.0,537.5,76,Pastrami de pecho de res curado y ahumado especiado 1kg. Carne curada para sandwich reuben y deli judio. Calidad seleccionada grado restaurantero premium.
carnes_frias-0117,carnes_frias,Roast Beef Horneado Rebanado 1kg Seleccion Especial,Fud,kg,1.0,575.0,18,Roast beef de res cocido termino medio jugoso rebanado 1 kilo. Carne fria fria o tibia para baguettes gourmet. Calidad seleccionada grado restaurantero premium.
carnes_frias-0118,carnes_frias,Chistorra Parrillera Vasca 1kg Seleccion Especial,Bafar,kg,1.0,343.75,25,Chistorra delgada estilo navarro paquete de 1kg. Embutido fresco de cerdo con pimenton para asar o chistorra frita. Calidad seleccionada grado restaurantero premium.
carnes_frias-0119,carnes_frias,Queso Parmesano Reggiano Autentico 1kg Seleccion Especial,Zwan,kg,1.0,862.5,32,Queso parmesano italiano anejado en cuna o trozo 1kg. Queso duro para rallar sobre pastas finas y carpaccios. Calidad seleccionada grado restaurantero premium.
carnes_frias-0120,carnes_frias,Queso Azul Danesh Blue 1kg Seleccion Especial,Chimex,kg,1.0,562.5,39,Queso azul madurado cremoso y penetrante bloque de 1kg. Queso fuerte para aderezo blue cheese de alitas de pollo. Calidad seleccionada grado restaurantero premium.
carnes_frias-0121,carnes_frias,Queso Crema Barra Pastelera 1.8kg Seleccion Especial,Tangamanga,pieza,1.8,400.0,46,Queso crema tipo philadelphia barra pastelera 1.8kg. Untable cremoso para sushi rollos pay de queso y dips. Calidad seleccionada grado restaurantero premium.
carnes_frias-0122,carnes_frias,Queso Gouda Holandes Barra 3kg Seleccion Especial,NocheBuena,kg,3.0,775.0,53,Queso gouda suave importado de holanda barra de 3 kilos. Excelente para fundir gratinar o cortar en cubos. Calidad seleccionada grado restaurantero premium.
carnes_frias-0123,carnes_frias,Queso Feta de Leche de Cabra 1kg Seleccion Especial,Fud,kg,1.0,493.75,60,Queso feta griego en salmuera bote de 1 kilo. Queso blanco salado quebradizo para ensalada griega y mediterranea. Calidad seleccionada grado restaurantero premium.
carnes_frias-0124,carnes_frias,Pechuga de Pavo Ahumada Natural 3kg Seleccion Especial,Bafar,pieza,3.0,900.0,67,Pechuga de pavo ahumada artesanal con corteza dorada 3kg. Fiambre selecto para clubsandwich y ensaladas chef. Calidad seleccionada grado restaurantero premium.
carnes_frias-0125,carnes_frias,Salchicha Alemana Frankfurt Gigante 1.5kg Seleccion Especial,Zwan,pieza,1.5,350.0,74,Salchicha frankfurter tipo alemana embutido grande paquete 1.5kg. Salchicha crujiente para panes jumbo de jocho. Calidad seleccionada grado restaurantero premium.
carnes_frias-0126,carnes_frias,Mortadela con Pistache Italiana 2kg Seleccion Especial,Chimex,pieza,2.0,512.5,16,Mortadela de bolonia con pistachos enteros pieza de 2kg. Embutido italiano para focaccias paninis y entradas. Calidad seleccionada grado restaurantero premium.
carnes_frias-0127,carnes_frias,Queso Suizo Emmental Rebanado 1kg Seleccion Especial,Tangamanga,kg,1.0,550.0,23,Queso suizo tipo emmental con agujeros rebanado 1kg. Queso dulce con notas a nuez para fondue y hamburguesas suizas. Calidad seleccionada grado restaurantero premium.
carnes_frias-0128,carnes_frias,Longaniza de Cerdo Tradicional 2kg Seleccion Especial,NocheBuena,kg,2.0,312.5,30,Longaniza artesanal de cerdo con chile guajillo tira de 2kg. Tira de embutido para picar en salsa verde o bistec. Calidad seleccionada grado restaurantero premium.
carnes_frias-0129,carnes_frias,Queso Tipo Americano Amarillo en Rebanadas 2.2kg Empaque Economico,Fud,pieza,2.2,242.25,37,Queso amarillo de hamburguesa en rebanadas individuales paquete 2.2kg. Queso fundible cheddar para burgers y sandwich. Version economica competitiva para optimizacion de costos.
carnes_frias-0130,carnes_frias,Queso Manchego Mexicano Barra 3kg Empaque Economico,Bafar,pieza,3.0,493.0,44,Queso manchego pasteurizado en bloque o barra 3kg. Queso para gratinar quesadillas molletes y sincronizadas. Version economica competitiva para optimizacion de costos.
carnes_frias-0131,carnes_frias,Queso Mozzarella Rayado Especial Pizza 2kg Empaque Economico,Zwan,pieza,2.0,335.75,51,Queso mozzarella rallado bolsa 2 kilos. Queso hebra fundente con excelente estiramiento para pizza y lasana. Version economica competitiva para optimizacion de costos.
carnes_frias-0132,carnes_frias,Queso Oaxaca Hebra Fresco 3kg Empaque Economico,Chimex,kg,3.0,442.0,58,Queso de hebra tipo oaxaca artesanal bola de 3 kilos. Quesillo fresco para fundir en tlayudas y costras de queso. Version economica competitiva para optimizacion de costos.
carnes_frias-0133,carnes_frias,Queso Panela Tradicional Canasta 2kg Empaque Economico,Tangamanga,pieza,2.0,263.5,65,Queso fresco de canasta panela barra 2kg. Queso blanco bajo en grasa para ensaladas nopales y asar a la plancha. Version economica competitiva para optimizacion de costos.
carnes_frias-0134,carnes_frias,Jamon de Pierna de Cerdo Extra 4kg Empaque Economico,NocheBuena,pieza,4.0,544.0,72,Jamon de pierna horneado barra 4 kilos. Jamon rosa para rebanar en maquina para tortas y sandwiches. Version economica competitiva para optimizacion de costos.
carnes_frias-0135,carnes_frias,Jamon de Pavo Virginia 3kg Empaque Economico,Fud,pieza,3.0,459.0,79,Jamon de pechuga de pavo virginia pieza de 3kg. Fiambre bajo en grasa embutido fino para desayunos buffet. Version economica competitiva para optimizacion de costos.
carnes_frias-0136,carnes_frias,Jamon Serrano Reserva Espanol Rebanado 500g Empaque Economico,Bafar,pieza,0.5,306.0,1,Jamon serrano curado madurado paquete de 500g rebanado fino. Tapa espanola charcuteria fina para tablas de quesos. Version economica competitiva para optimizacion de costos.
carnes_frias-0137,carnes_frias,Tocino Ahumado Rebanado Especial 1kg Empaque Economico,Zwan,kg,1.0,195.5,28,Tocino ahumado de panceta de cerdo rebanado 1 kilo. Tocineta crujiente para hamburguesas huevos con tocino y guisados. Version economica competitiva para optimizacion de costos.
carnes_frias-0138,carnes_frias,Tocino Grueso en Tiras Plancha 2kg Empaque Economico,Chimex,kg,2.0,357.0,35,Tocino corte grueso ahumado paquete 2kg. Tiras de tocino resistentes para envolver camarones o asar a la parrilla. Version economica competitiva para optimizacion de costos.
carnes_frias-0139,carnes_frias,Salchicha de Pavo para Hot Dog 2kg Empaque Economico,Tangamanga,pieza,2.0,165.75,42,Salchichas de pavo para jocho paquete con 40 piezas 2kg. Embutido para hot dogs infantiles y salchipulpos. Version economica competitiva para optimizacion de costos.
carnes_frias-0140,carnes_frias,Salchicha para Asar con Queso 1kg Empaque Economico,NocheBuena,kg,1.0,140.25,49,Salchichon polaco para asar relleno con queso fundido 1kg. Salchicha parrillera asada para botana de carnita asada. Version economica competitiva para optimizacion de costos.
carnes_frias-0141,carnes_frias,Chorizo Espanol Madurado Cantimpalo 1kg Empaque Economico,Fud,kg,1.0,323.0,56,Chorizo tipo cantimpalo seco rebanable paquete 1kg. Embutido curado con pimenton para pizzas y tapas. Version economica competitiva para optimizacion de costos.
carnes_frias-0142,carnes_frias,Chorizo Rojo Casero para Desmenuzar 2kg Empaque Economico,Bafar,kg,2.0,246.5,63,Chorizo rojo norteno molido en tripita 2 kilos. Embutido adobado para chori-queso huevos al gusto y tacos. Version economica competitiva para optimizacion de costos.
carnes_frias-0143,carnes_frias,Pepperoni Rebanado para Pizza 1kg Empaque Economico,Zwan,kg,1.0,221.0,70,Pepperoni en rodajas listas para hornear bolsa de 1 kilo. Rebanadas especiadas clasicas para pizza americana. Version economica competitiva para optimizacion de costos.
carnes_frias-0144,carnes_frias,Salami de Genova Rebanado 500g Empaque Economico,Chimex,pieza,0.5,161.5,77,Salami italiano estilo genova rebanado fino 500 gramos. Embutido curado con pimienta para baguette y pizzas. Version economica competitiva para optimizacion de costos.
carnes_frias-0145,carnes_frias,Crema de Vaca Entera Pasteurizada 4L Empaque Economico,Tangamanga,litro,4.0,246.5,19,Crema acida de leche pura de vaca cubeta 4 litros. Crema espesa para enchiladas chilaquiles tostadas y flautas. Version economica competitiva para optimizacion de costos.
carnes_frias-0146,carnes_frias,Mantequilla Sin Sal Barra Repostera 1kg Empaque Economico,NocheBuena,kg,1.0,178.5,26,Mantequilla pura de vaca sin sal bloque de 1 kilo. Grasa lactea para reposteria salsas francesas y plancha. Version economica competitiva para optimizacion de costos.
carnes_frias-0147,carnes_frias,Mantequilla Con Sal Porciones Individuales Caja 200 Empaque Economico,Fud,caja,200.0,408.0,33,Mantequilla porcionada en cubitos de 10g caja con 200 piezas. Mantequillitas de mesa para pan caliente y hot cakes. Version economica competitiva para optimizacion de costos.
carnes_frias-0148,carnes_frias,Pastrami Ahumado New York Style 1kg Empaque Economico,Bafar,kg,1.0,365.5,40,Pastrami de pecho de res curado y ahumado especiado 1kg. Carne curada para sandwich reuben y deli judio. Version economica competitiva para optimizacion de costos.
carnes_frias-0149,carnes_frias,Roast Beef Horneado Rebanado 1kg Empaque Economico,Zwan,kg,1.0,391.0,47,Roast beef de res cocido termino medio jugoso rebanado 1 kilo. Carne fria fria o tibia para baguettes gourmet. Version economica competitiva para optimizacion de costos.
carnes_frias-0150,carnes_frias,Chistorra Parrillera Vasca 1kg Empaque Economico,Chimex,kg,1.0,233.75,54,Chistorra delgada estilo navarro paquete de 1kg. Embutido fresco de cerdo con pimenton para asar o chistorra frita. Version economica competitiva para optimizacion de costos.
carnes_frias-0151,carnes_frias,Queso Parmesano Reggiano Autentico 1kg Empaque Economico,Tangamanga,kg,1.0,586.5,61,Queso parmesano italiano anejado en cuna o trozo 1kg. Queso duro para rallar sobre pastas finas y carpaccios. Version economica competitiva para optimizacion de costos.
carnes_frias-0152,carnes_frias,Queso Azul Danesh Blue 1kg Empaque Economico,NocheBuena,kg,1.0,382.5,68,Queso azul madurado cremoso y penetrante bloque de 1kg. Queso fuerte para aderezo blue cheese de alitas de pollo. Version economica competitiva para optimizacion de costos.
carnes_frias-0153,carnes_frias,Queso Crema Barra Pastelera 1.8kg Empaque Economico,Fud,pieza,1.8,272.0,75,Queso crema tipo philadelphia barra pastelera 1.8kg. Untable cremoso para sushi rollos pay de queso y dips. Version economica competitiva para optimizacion de costos.
carnes_frias-0154,carnes_frias,Queso Gouda Holandes Barra 3kg Empaque Economico,Bafar,kg,3.0,527.0,17,Queso gouda suave importado de holanda barra de 3 kilos. Excelente para fundir gratinar o cortar en cubos. Version economica competitiva para optimizacion de costos.
carnes_frias-0155,carnes_frias,Queso Feta de Leche de Cabra 1kg Empaque Economico,Zwan,kg,1.0,335.75,24,Queso feta griego en salmuera bote de 1 kilo. Queso blanco salado quebradizo para ensalada griega y mediterranea. Version economica competitiva para optimizacion de costos.
carnes_frias-0156,carnes_frias,Pechuga de Pavo Ahumada Natural 3kg Empaque Economico,Chimex,pieza,3.0,612.0,31,Pechuga de pavo ahumada artesanal con corteza dorada 3kg. Fiambre selecto para clubsandwich y ensaladas chef. Version economica competitiva para optimizacion de costos.
carnes_frias-0157,carnes_frias,Salchicha Alemana Frankfurt Gigante 1.5kg Empaque Economico,Tangamanga,pieza,1.5,238.0,38,Salchicha frankfurter tipo alemana embutido grande paquete 1.5kg. Salchicha crujiente para panes jumbo de jocho. Version economica competitiva para optimizacion de costos.
carnes_frias-0158,carnes_frias,Mortadela con Pistache Italiana 2kg Empaque Economico,NocheBuena,pieza,2.0,348.5,45,Mortadela de bolonia con pistachos enteros pieza de 2kg. Embutido italiano para focaccias paninis y entradas. Version economica competitiva para optimizacion de costos.
carnes_frias-0159,carnes_frias,Queso Suizo Emmental Rebanado 1kg Empaque Economico,Fud,kg,1.0,374.0,52,Queso suizo tipo emmental con agujeros rebanado 1kg. Queso dulce con notas a nuez para fondue y hamburguesas suizas. Version economica competitiva para optimizacion de costos.
carnes_frias-0160,carnes_frias,Longaniza de Cerdo Tradicional 2kg Empaque Economico,Bafar,kg,2.0,212.5,59,Longaniza artesanal de cerdo con chile guajillo tira de 2kg. Tira de embutido para picar en salsa verde o bistec. Version economica competitiva para optimizacion de costos.
carnes-0001,carnes,Carne Molida de Res Especial 80-20 5kg,SuKarne,kg,5.0,750.0,30,Carne molida de res 80/20 magra con grasa ideal paquete 5kg. Carne para hamburguesas jugosas albondigas y picadillo.
carnes-0002,carnes,Arrachera Marinada Suave de Res 5kg,SuKarne,kg,5.0,1150.0,25,Arrachera de res marinada suave y tierna caja de 5 kilos. Corte marinada para parrilladas tacos de arrachera y fajitas.
carnes-0003,carnes,Pechuga de Pollo sin Piel sin Hueso 10kg,Bachoco,caja,10.0,1280.0,35,Pechuga de pollo limpia deshuesada y desgrasada caja 10kg. Filete de pollo para asar empanizar o deshebrar en caldo.
carnes-0004,carnes,Pierna y Muslo de Pollo Mixto 10kg,Pilgrims,caja,10.0,580.0,40,Pierna y muslo de pollo fresco en corte anatomico caja 10kg. Pollo para mole guisados frito estilo kansas y consomé.
carnes-0005,carnes,Alitas de Pollo Enteras para Botanera 10kg,Tyson,caja,10.0,920.0,28,Alitas de pollo botaneras con punta y codillo caja 10 kilos. Alitas crudas para freir banar en bufalo bbq o mango habanero.
carnes-0006,carnes,Bistec de Res Suave para Taqueria 5kg,Rancho Don Juan,kg,5.0,890.0,30,Bistec de pulpa blanca de res en milanesa o rebanado paquete 5kg. Carne de res para tacos al carbon fajitas y huaraches.
carnes-0007,carnes,Costilla de Res Cargada para Caldo 5kg,SuKarne,kg,5.0,680.0,20,Costillar cargado de res cortado en trozos paquete 5kg. Hueso con carne con sabor concentrado para caldo de res y puchero.
carnes-0008,carnes,Rib Eye Choice Calidad Importada 4kg,Certified Angus Beef,caja,4.0,2450.0,12,Corte fino ribeye importado calidad angus choice paquete 4kg. Ojo de bife marmoleado para asador y cortes premium.
carnes-0009,carnes,New York Steak Corte Americano 4kg,Sterling Silver,caja,4.0,2200.0,1,Corte new york strip corte americano grueso 4kg. Bife de lomo sin hueso de alta terneza para parrilla y restaurante fino.
carnes-0010,carnes,Tomahawk Steak con Hueso Largo 3kg,Rancho San Jose,caja,3.0,1890.0,8,Chuleton tomahawk de res con costilla larga limpia 3kg. Corte vistoso para compartir y presentacion estrella de parrilla.
carnes-0011,carnes,Suadero de Res Fresco Limpio 5kg,Carnes La Paz,kg,5.0,720.0,35,Suadero de res entero para confitar en manteca paquete 5kg. Carne suave con grasa para tacos de taqueria de banqueta.
carnes-0012,carnes,Carne de Pastor Marinada de Cerdo 5kg,El Mayoral,kg,5.0,640.0,30,Pulpa de cerdo rebanada marinada en adobo de achiote 5kg. Carne adobada lista para trompo al pastor gringas y tacos.
carnes-0013,carnes,Chuleta de Cerdo Ahumada Rebanada 5kg,Kowi,kg,5.0,590.0,24,Chuleta ahumada de lomo de cerdo con hueso caja 5kg. Chuletitas rosadas listas para dorar en sarten a la hawaiana.
carnes-0014,carnes,Costillar de Cerdo Baby Back Ribs 5kg,Smithfield,caja,5.0,890.0,18,Costillitas de cerdo baby back tiernas congeladas caja 5kg. Costillar suave para banar con salsa barbacoa estilo texas.
carnes-0015,carnes,Pulpa de Cerdo en Cubos para Carnitas 5kg,Kowi,kg,5.0,540.0,28,Trozos de maciza y pierna de cerdo seleccionada 5kg. Carne limpia para preparar carnitas estilo michoacan y pozole.
carnes-0016,carnes,Manteca de Cerdo Pura de Cazo 10kg,El Ranchero,caja,10.0,510.0,30,Manteca de cerdo filtrada en cubeta de 10kg. Grasa de puerco para freir carnitas dar sabor a tamales y frijoles.
carnes-0017,carnes,Chicharron Prensado Botanero Guisado 5kg,Don Chema,kg,5.0,680.0,22,Chicharron prensado guisado con chile guajillo bolsa 5kg. Relleno tipico para gorditas quesadillas y tlacoyos de mercado.
carnes-0018,carnes,Carne para Hamburguesa Sirloin 150g Caja 40,Golden Bull,caja,6.0,820.0,20,Patty de carne de sirloin 150g congelado caja 40 piezas. Hamburguesa congelada uniforme lista para plancha comercial.
carnes-0019,carnes,Filete de Tilapia sin Espinas 5kg,Mar de Cortes,caja,5.0,620.0,30,Filetes de pescado blanco tilapia congelados individualmente 5kg. Filete para empapelado ceviche y tacos de pescado.
carnes-0020,carnes,Camaron Pacotilla Mediano Cocido 5kg,Ocean Garden,caja,5.0,1450.0,15,Camaron cocido pacotilla pelado y desvenado caja 5kg. Mariscos para coctel de camaron campechanas y ensaladas del mar.
carnes-0021,carnes,Camaron U15 para Pelar Crudo 5kg,Ocean Garden,caja,5.0,2100.0,2,Camaron azul gigante con cabeza talla u15 caja 5 kilos. Camaron parrillero para aguachile empanizado y al ajillo.
carnes-0022,carnes,Puntas de Filete de Res para Guisado 5kg,SuKarne,kg,5.0,980.0,18,Puntas y recortes limpios de filete de res paquete 5kg. Carne tierna para puntas a la mexicana o en salsa pasilla.
carnes-0023,carnes,Tuetano de Res en Canoa Canutillo 5kg,Rancho Don Juan,kg,5.0,490.0,22,Huesos de res cortados a la mitad estilo canoa 5kg. Tuetano para asar al carbon con sal de grano y servir en taco.
carnes-0024,carnes,Chamberete de Res con Hueso Ossobuco 5kg,SuKarne,kg,5.0,640.0,25,Chamberete con tuetano cortado en rodajas 5kg. Corte para estofado largo caldo de osobuco y guisados de olla.
carnes-0025,carnes,Tiras de Pollo Fajita Tender Crispy 5kg,Tyson,caja,5.0,690.0,30,Tiras de pechuga de pollo marinadas tipo tenders 5kg. Tenders para freir rapido en combos infantiles y wraps.
carnes-0026,carnes,Menudo Pancita de Res Limpia Precocida 5kg,El Parral,kg,5.0,550.0,20,Panza de res de libro y panal cocida limpia 5kg. Pancita para menudo blanco o rojo estilo norteño o michoacano.
carnes-0027,carnes,Tripa de Res Precocida para Tacos 5kg,Carnes La Paz,kg,5.0,630.0,24,Tripitas de res lavadas hervidas listas para dorar 5kg. Tripa dorada o tierna crujiente para taqueria de especialidad.
carnes-0028,carnes,Lengua de Res Entera Limpia 3kg,Rancho San Jose,pieza,3.0,960.0,3,Lengua de res entera fresca empacada al vacio 3kg. Lengua suave para tacos en salsa verde vinagreta o a la veracruzana.
carnes-0029,carnes,Costilla de Cerdo en Trozos para Fritanga 5kg,Kowi,kg,5.0,580.0,25,Costillitas de puerco troceadas en cubos pequenos 5kg. Costilla para salsa verde con verdolagas y adobos caseros.
carnes-0030,carnes,Molida de Pollo Magra de Pechuga 5kg,Bachoco,kg,5.0,640.0,22,Carne molida 100% pechuga de pollo sin grasa 5kg. Proteina ligera para hamburguesas fitness y albondigas dieteticas.
carnes-0031,carnes,Cabeza de Lomo de Cerdo Boneless 5kg,Smithfield,kg,5.0,560.0,28,Cabeza de lomo deshuesada marmoleada de puerco 5kg. Trozo jugoso para pulled pork estilo bbq o asados al horno.
carnes-0032,carnes,Milanesa de Res de Pulpa Negra 5kg,SuKarne,kg,5.0,920.0,26,Milanesas delgadas de pulpa negra sin nervio paquete 5kg. Filetes listos para empanizar tortas y tacos acorazados.
carnes-0033,carnes,Carne Molida de Res Especial 80-20 5kg Presentacion Mayoreo,SuKarne,kg,10.0,1387.5,15,Carne molida de res 80/20 magra con grasa ideal paquete 5kg. Carne para hamburguesas jugosas albondigas y picadillo. Formato institucional mayoreo para alto volumen.
carnes-0034,carnes,Arrachera Marinada Suave de Res 5kg Presentacion Mayoreo,Bachoco,kg,10.0,2127.5,22,Arrachera de res marinada suave y tierna caja de 5 kilos. Corte marinada para parrilladas tacos de arrachera y fajitas. Formato institucional mayoreo para alto volumen.
carnes-0035,carnes,Pechuga de Pollo sin Piel sin Hueso 10kg Presentacion Mayoreo,Kowi,caja,20.0,2368.0,29,Pechuga de pollo limpia deshuesada y desgrasada caja 10kg. Filete de pollo para asar empanizar o deshebrar en caldo. Formato institucional mayoreo para alto volumen.
carnes-0036,carnes,Pierna y Muslo de Pollo Mixto 10kg Presentacion Mayoreo,Pilgrims,caja,20.0,1073.0,36,Pierna y muslo de pollo fresco en corte anatomico caja 10kg. Pollo para mole guisados frito estilo kansas y consomé. Formato institucional mayoreo para alto volumen.
carnes-0037,carnes,Alitas de Pollo Enteras para Botanera 10kg Presentacion Mayoreo,Carnes La Paz,caja,20.0,1702.0,43,Alitas de pollo botaneras con punta y codillo caja 10 kilos. Alitas crudas para freir banar en bufalo bbq o mango habanero. Formato institucional mayoreo para alto volumen.
carnes-0038,carnes,Bistec de Res Suave para Taqueria 5kg Presentacion Mayoreo,Rancho Don Juan,kg,10.0,1646.5,50,Bistec de pulpa blanca de res en milanesa o rebanado paquete 5kg. Carne de res para tacos al carbon fajitas y huaraches. Formato institucional mayoreo para alto volumen.
carnes-0039,carnes,Costilla de Res Cargada para Caldo 5kg Presentacion Mayoreo,SuKarne,kg,10.0,1258.0,57,Costillar cargado de res cortado en trozos paquete 5kg. Hueso con carne con sabor concentrado para caldo de res y puchero. Formato institucional mayoreo para alto volumen.
carnes-0040,carnes,Rib Eye Choice Calidad Importada 4kg Presentacion Mayoreo,Bachoco,caja,8.0,4532.5,64,Corte fino ribeye importado calidad angus choice paquete 4kg. Ojo de bife marmoleado para asador y cortes premium. Formato institucional mayoreo para alto volumen.
carnes-0041,carnes,New York Steak Corte Americano 4kg Presentacion Mayoreo,Kowi,caja,8.0,4070.0,71,Corte new york strip corte americano grueso 4kg. Bife de lomo sin hueso de alta terneza para parrilla y restaurante fino. Formato institucional mayoreo para alto volumen.
carnes-0042,carnes,Tomahawk Steak con Hueso Largo 3kg Presentacion Mayoreo,Pilgrims,caja,6.0,3496.5,78,Chuleton tomahawk de res con costilla larga limpia 3kg. Corte vistoso para compartir y presentacion estrella de parrilla. Formato institucional mayoreo para alto volumen.
carnes-0043,carnes,Suadero de Res Fresco Limpio 5kg Presentacion Mayoreo,Carnes La Paz,kg,10.0,1332.0,20,Suadero de res entero para confitar en manteca paquete 5kg. Carne suave con grasa para tacos de taqueria de banqueta. Formato institucional mayoreo para alto volumen.
carnes-0044,carnes,Carne de Pastor Marinada de Cerdo 5kg Presentacion Mayoreo,Rancho Don Juan,kg,10.0,1184.0,27,Pulpa de cerdo rebanada marinada en adobo de achiote 5kg. Carne adobada lista para trompo al pastor gringas y tacos. Formato institucional mayoreo para alto volumen.
carnes-0045,carnes,Chuleta de Cerdo Ahumada Rebanada 5kg Presentacion Mayoreo,SuKarne,kg,10.0,1091.5,34,Chuleta ahumada de lomo de cerdo con hueso caja 5kg. Chuletitas rosadas listas para dorar en sarten a la hawaiana. Formato institucional mayoreo para alto volumen.
carnes-0046,carnes,Costillar de Cerdo Baby Back Ribs 5kg Presentacion Mayoreo,Bachoco,caja,10.0,1646.5,41,Costillitas de cerdo baby back tiernas congeladas caja 5kg. Costillar suave para banar con salsa barbacoa estilo texas. Formato institucional mayoreo para alto volumen.
carnes-0047,carnes,Pulpa de Cerdo en Cubos para Carnitas 5kg Presentacion Mayoreo,Kowi,kg,10.0,999.0,48,Trozos de maciza y pierna de cerdo seleccionada 5kg. Carne limpia para preparar carnitas estilo michoacan y pozole. Formato institucional mayoreo para alto volumen.
carnes-0048,carnes,Manteca de Cerdo Pura de Cazo 10kg Presentacion Mayoreo,Pilgrims,caja,20.0,943.5,55,Manteca de cerdo filtrada en cubeta de 10kg. Grasa de puerco para freir carnitas dar sabor a tamales y frijoles. Formato institucional mayoreo para alto volumen.
carnes-0049,carnes,Chicharron Prensado Botanero Guisado 5kg Presentacion Mayoreo,Carnes La Paz,kg,10.0,1258.0,62,Chicharron prensado guisado con chile guajillo bolsa 5kg. Relleno tipico para gorditas quesadillas y tlacoyos de mercado. Formato institucional mayoreo para alto volumen.
carnes-0050,carnes,Carne para Hamburguesa Sirloin 150g Caja 40 Presentacion Mayoreo,Rancho Don Juan,caja,12.0,1517.0,69,Patty de carne de sirloin 150g congelado caja 40 piezas. Hamburguesa congelada uniforme lista para plancha comercial. Formato institucional mayoreo para alto volumen.
carnes-0051,carnes,Filete de Tilapia sin Espinas 5kg Presentacion Mayoreo,SuKarne,caja,10.0,1147.0,76,Filetes de pescado blanco tilapia congelados individualmente 5kg. Filete para empapelado ceviche y tacos de pescado. Formato institucional mayoreo para alto volumen.
carnes-0052,carnes,Camaron Pacotilla Mediano Cocido 5kg Presentacion Mayoreo,Bachoco,caja,10.0,2682.5,18,Camaron cocido pacotilla pelado y desvenado caja 5kg. Mariscos para coctel de camaron campechanas y ensaladas del mar. Formato institucional mayoreo para alto volumen.
carnes-0053,carnes,Camaron U15 para Pelar Crudo 5kg Presentacion Mayoreo,Kowi,caja,10.0,3885.0,25,Camaron azul gigante con cabeza talla u15 caja 5 kilos. Camaron parrillero para aguachile empanizado y al ajillo. Formato institucional mayoreo para alto volumen.
carnes-0054,carnes,Puntas de Filete de Res para Guisado 5kg Presentacion Mayoreo,Pilgrims,kg,10.0,1813.0,32,Puntas y recortes limpios de filete de res paquete 5kg. Carne tierna para puntas a la mexicana o en salsa pasilla. Formato institucional mayoreo para alto volumen.
carnes-0055,carnes,Tuetano de Res en Canoa Canutillo 5kg Presentacion Mayoreo,Carnes La Paz,kg,10.0,906.5,1,Huesos de res cortados a la mitad estilo canoa 5kg. Tuetano para asar al carbon con sal de grano y servir en taco. Formato institucional mayoreo para alto volumen.
carnes-0056,carnes,Chamberete de Res con Hueso Ossobuco 5kg Presentacion Mayoreo,Rancho Don Juan,kg,10.0,1184.0,46,Chamberete con tuetano cortado en rodajas 5kg. Corte para estofado largo caldo de osobuco y guisados de olla. Formato institucional mayoreo para alto volumen.
carnes-0057,carnes,Tiras de Pollo Fajita Tender Crispy 5kg Presentacion Mayoreo,SuKarne,caja,10.0,1276.5,53,Tiras de pechuga de pollo marinadas tipo tenders 5kg. Tenders para freir rapido en combos infantiles y wraps. Formato institucional mayoreo para alto volumen.
carnes-0058,carnes,Menudo Pancita de Res Limpia Precocida 5kg Presentacion Mayoreo,Bachoco,kg,10.0,1017.5,60,Panza de res de libro y panal cocida limpia 5kg. Pancita para menudo blanco o rojo estilo norteño o michoacano. Formato institucional mayoreo para alto volumen.
carnes-0059,carnes,Tripa de Res Precocida para Tacos 5kg Presentacion Mayoreo,Kowi,kg,10.0,1165.5,67,Tripitas de res lavadas hervidas listas para dorar 5kg. Tripa dorada o tierna crujiente para taqueria de especialidad. Formato institucional mayoreo para alto volumen.
carnes-0060,carnes,Lengua de Res Entera Limpia 3kg Presentacion Mayoreo,Pilgrims,pieza,6.0,1776.0,74,Lengua de res entera fresca empacada al vacio 3kg. Lengua suave para tacos en salsa verde vinagreta o a la veracruzana. Formato institucional mayoreo para alto volumen.
